"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2016-03-31,96974,"92656","CA","Los Angeles-Long Beach-Anaheim, CA","Orange","Aliso Viejo",639,538200,0.00975609756097561,0.0265115391951173,0.0216400911161731,0.0612560540260143,-0.010546906034012,"2006-04","2006-Q2",599000,-0.101502504173623,"2004-07"
2016-03-31,67600,"23225","VA","Richmond","Richmond City","Richmond",640,161500,-0.00247066090179123,0.0031055900621118,0.0487012987012987,0.0117996495900652,0.000372278144752602,"2008-02","2008-Q1",176900,-0.0870548332391181,"2006-04"
2016-03-31,92576,"78641","TX","Austin","Williamson","Leander",641,197600,0.0128139415684264,0.027027027027027,0.0941306755260244,0.0538739520617835,0.030233535479341,"2016-03","2016-Q1",197600,0,"2016-03"
2016-03-31,69378,"27519","NC","Raleigh","Wake","Cary",642,384200,0.00496991891184933,0.0164021164021164,0.066925853929464,0.0426444838848683,0.0189950449860175,"2016-03","2016-Q1",384200,0,"2016-03"
2016-03-31,61813,"10473","NY","New York","Bronx","New York",643,311600,-0.000320821302534488,-0.0289809909629168,-0.0837988826815642,-0.0149650627929414,-0.00529800496490251,"2007-08","2007-Q3",373300,-0.165282614519153,"2005-11"
2016-03-31,74003,"36695","AL","Mobile","Mobile","Mobile",644,160400,0.00124843945068664,0.00564263322884012,0.0435914118412492,0.016359235736678,-0.000806881411044125,"2008-04","2008-Q2",183400,-0.125408942202835,"2006-01"
2016-03-31,78568,"47374","IN","Richmond","Wayne","Richmond",645,70500,-0.00141643059490085,-0.0126050420168067,-0.0302613480055021,-0.00392498800132302,-0.0222612190621627,"2005-03","2005-Q1",93300,-0.244372990353698,"2000-02"
2016-03-31,96958,"92626","CA","Los Angeles-Long Beach-Anaheim, CA","Orange","Costa Mesa",646,710400,0.00608978898173063,0.0220112214069918,0.0874024184907393,0.0699600280592743,-0.00617571134034023,"2006-05","2006-Q2",763700,-0.0697918030640304,"2005-10"
2016-03-31,85643,"62704","IL","Springfield","Sangamon","Springfield",647,118600,0,0.00168918918918919,0.028620988725065,-0.00725909830455551,0.00529429198581477,"2014-02","2014-Q1",123600,-0.040453074433657,"2013-02"
2016-03-31,94948,"85374","AZ","Phoenix","Maricopa","Surprise",648,206600,0.00535279805352798,0.0147347740667976,0.0704663212435233,0.0647083841576401,-0.0278040031103916,"2006-02","2006-Q1",274200,-0.24653537563822,"2005-01"
2016-03-31,74590,"38016","TN","Memphis","Shelby","Memphis",649,155700,0.00128617363344051,0.0103828682673589,0.0563093622795115,0.0135039543862951,-0.00990693953082011,"2007-05","2007-Q2",175200,-0.111301369863014,"1999-07"
2016-03-31,77024,"44124","OH","Cleveland","Cuyahoga","Lyndhurst",650,133600,0.00678221552373775,0.0136570561456753,0.0332559938128384,0.007657862449991,-0.0179934271824443,"2005-12","2005-Q4",160500,-0.167601246105919,"1999-10"
2016-03-31,79046,"48187","MI","Detroit","Wayne","Canton",651,221800,0,0.00589569160997732,0.0292343387470998,0.0782249518446521,-0.00538269108076461,"2005-06","2005-Q2",237800,-0.0672834314550042,"2002-08"
2016-03-31,69335,"27405","NC","Greensboro","Guilford","Greensboro",652,81300,0.0037037037037037,0.00618811881188119,0.0111940298507463,-0.00389022251977611,-0.0109904853251505,"2008-06","2008-Q2",93300,-0.128617363344051,"2000-05"
2016-03-31,69443,"27603","NC","Raleigh","Wake","Raleigh",653,188600,0.0134336378291241,0.04661487236404,0.0814220183486239,0.0361721415043812,0.0172829815761275,"2016-03","2016-Q1",188600,0,"2016-03"
2016-03-31,73089,"34293","FL","North Port-Sarasota-Bradenton, FL","Sarasota","Venice",654,200300,0.0105953582240161,0.0351421188630491,0.12718064153067,0.0901361224556569,-0.0290228389811741,"2006-02","2006-Q1",269100,-0.255667038275734,"2005-02"
2016-03-31,85992,"63303","MO","St. Louis","Saint Charles","Saint Charles",655,209000,0.00336053768602976,0.0125968992248062,0.0868434737389496,0.0286175535104682,0.000672335983889827,"2007-03","2007-Q1",212600,-0.0169332079021637,"2006-06"
2016-03-31,95825,"89129","NV","Las Vegas","Clark","Las Vegas",656,221500,0.00135623869801085,0.0114155251141552,0.0736791080950073,0.109408947174411,-0.0399808200175443,"2006-02","2006-Q1",333700,-0.336230146838478,"2004-02"
2016-03-31,97083,"93003","CA","Ventura","Ventura","Ventura",657,525700,0.00516252390057361,0.0182064691071083,0.0573209975864843,0.0513818375860544,-0.0189128095784192,"2006-05","2006-Q2",642300,-0.181535108204889,"2004-09"
2016-03-31,91291,"76179","TX","Dallas-Fort Worth","Tarrant","Fort Worth",658,164200,0.00551132884262094,0.0179789212647241,0.095396931287525,0.0638422182635183,0.0173141782263944,"2016-03","2016-Q1",164200,0,"2016-03"
2016-03-31,71039,"30319","GA","Atlanta","Dekalb","Brookhaven",659,456300,0.00684024713150927,0.0328202806699864,0.121130221130221,0.0798957776535671,0.0278498165644505,"2016-03","2016-Q1",456300,0,"2016-03"
2016-03-31,67541,"23112","VA","Richmond","Chesterfield","Midlothian",660,227500,-0.00263042525208242,-0.00306748466257669,0.0280162675101672,0.0214453938052781,-0.000613310704806969,"2007-04","2007-Q2",248700,-0.085243264977885,"2006-03"
2016-03-31,66817,"21207","MD","Baltimore","Baltimore","Lochearn",661,164000,-0.000609384521633151,-0.0024330900243309,-0.0120481927710843,-0.000121906623153034,-0.0104143471040096,"2007-09","2007-Q3",205600,-0.202334630350195,"2005-08"
2016-03-31,96110,"90255","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Huntington Park",662,347200,0.000864802536754108,0.0113603262452665,0.0253987005316007,0.0855683070799482,-0.0191352316625524,"2007-07","2007-Q3",463900,-0.25156283681828,"2005-02"
2016-03-31,90726,"75149","TX","Dallas-Fort Worth","Dallas","Mesquite",663,113800,0.0124555160142349,0.0392694063926941,0.184183142559834,0.0846624643290956,0.0110071081662766,"2016-03","2016-Q1",113800,0,"2016-03"
2016-03-31,98861,"96720","HI","Hilo","Hawaii","Hilo",664,293000,0.00687285223367698,0.0194850382741823,0.0535778496943545,0.0334946801307219,-0.0104030326664775,"2006-07","2006-Q3",338700,-0.134927664599941,"2005-10"
2016-03-31,70383,"29229","SC","Columbia","Richland","Blythewood",665,141100,0.00284292821606254,0.0121951219512195,0.0344574780058651,-0.00815927650746928,-0.00896732938353273,"2007-07","2007-Q3",156100,-0.0960922485586163,"2004-01"
2016-03-31,70022,"28546","NC","Jacksonville","Onslow","Jacksonville",666,121900,-0.00245499181669394,-0.0081366965012205,-0.0208835341365462,-0.0259129243933269,0.00593140670521386,"2010-06","2010-Q2",143700,-0.151704940848991,"2006-09"
2016-03-31,70511,"29483","SC","Charleston","Dorchester","Summerville",667,168500,0.00178359096313912,0.0132291040288635,0.0491905354919054,0.0312083278038926,0.00877720697795437,"2016-03","2016-Q1",168500,0,"2016-03"
2016-03-31,90757,"75204","TX","Dallas-Fort Worth","Dallas","Dallas",668,316100,0.00958160332162248,0.0256327060350422,0.190583804143126,0.0901521340660112,0.040608694433685,"2016-03","2016-Q1",316100,0,"2016-03"
2016-03-31,71816,"32137","FL","Daytona Beach","Flagler","Palm Coast",669,213900,0.000467726847521048,0.00564174894217207,0.0620655412115194,0.0608489338023952,-0.0318976786509487,"2006-08","2006-Q3",304600,-0.297767564018385,"2004-08"
2016-03-31,84329,"60073","IL","Chicago","Lake","Round Lake Beach",670,127800,0.00235294117647059,0.0062992125984252,0.0323101777059774,0.00605525464905088,-0.0376571986800692,"2006-07","2006-Q3",188800,-0.323093220338983,"2000-05"
2016-03-31,78110,"46360","IN","Michigan City","La Porte","Michigan City",671,101800,-0.00488758553274682,-0.0183220829315333,-0.0029382957884427,-0.0300873630001818,,"2009-09","2009-Q3",167500,-0.392238805970149,
2016-03-31,66838,"21228","MD","Baltimore","Baltimore","Catonsville",672,265800,0.00150715900527506,0.00567536889897843,-0.0155555555555556,0.00480901510889864,-0.0151061347044155,"2007-04","2007-Q2",320100,-0.169634489222118,"2005-03"
2016-03-31,65859,"19320","PA","Philadelphia","Chester","Valley Township",673,205300,-0.000486854917234664,-0.00097323600973236,-0.00291403593977659,0.00414256223698928,-0.00607544433292695,"2007-11","2007-Q4",224900,-0.0871498443752779,"2005-08"
2016-03-31,60454,"06810","CT","Stamford","Fairfield","Danbury",674,224600,0,-0.00310696848646249,0.0302752293577982,-0.000622167400317952,-0.03727852320304,"2006-05","2006-Q2",330000,-0.319393939393939,"2002-12"
2016-03-31,84631,"60630","IL","Chicago","Cook","Chicago",675,268200,0.0018677624206201,0.0090293453724605,0.03273007316134,0.0283620597994776,-0.0275394231739108,"2006-04","2006-Q2",354600,-0.243654822335025,"2003-08"
2016-03-31,95307,"87112","NM","Albuquerque","Bernalillo","Albuquerque",676,163800,0.00429184549356223,0.0104873534855028,0.0314861460957179,-0.0101820457537796,0.0024126609514814,"2007-09","2007-Q3",194000,-0.155670103092784,"2006-05"
2016-03-31,94846,"85254","AZ","Phoenix","Maricopa","Phoenix",677,429600,0.00350385423966363,0.0132075471698113,0.0537159676232524,0.0844717711976985,-0.0187273565232537,"2006-03","2006-Q1",519000,-0.172254335260116,"2005-06"
2016-03-31,96005,"90024","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",678,1073600,0.00261486738886814,0.00627987627706439,0.0552388441124435,0.0594344432806022,0.00826201153534178,"2006-07","2006-Q3",1079500,-0.00546549328392774,"2006-07"
2016-03-31,96520,"91786","CA","Riverside","San Bernardino","Upland",679,416100,0.00386007237635706,0.0055582406959884,0.0304606240713224,0.072816214201822,-0.0128603367352724,"2006-06","2006-Q2",479600,-0.132402001668057,"2005-06"
2016-03-31,90661,"75061","TX","Dallas-Fort Worth","Dallas","Irving",680,133800,0.0045045045045045,0.0221543162719633,0.111295681063123,0.0629573510178965,0.0092752613846061,"2016-03","2016-Q1",133800,0,"2016-03"
2016-03-31,62658,"12550","NY","New York","Orange","Town of Newburgh",681,169900,-0.00468658465143527,-0.0110593713620489,-0.0133565621370499,-0.0364870638082028,-0.0410258572103045,"2006-12","2006-Q4",264700,-0.358141292028712,"2003-04"
2016-03-31,67724,"23456","VA","Virginia Beach","Virginia Beach City","Virginia Beach",682,329100,-0.000607348921955664,0,0.014175654853621,0.0176726738402442,-0.00926384033184668,"2006-07","2006-Q3",362900,-0.0931386056764949,"2005-07"
2016-03-31,65816,"19149","PA","Philadelphia","Philadelphia","Philadelphia",683,109100,0.000917431192660551,-0.00908265213442325,-0.00727934485896269,-0.0130395152193591,-0.0302962279738836,"2006-04","2006-Q2",148600,-0.265814266487214,"2004-12"
2016-03-31,98923,"96789","HI","Urban Honolulu, HI","Honolulu","Mililani",684,618800,-0.00241818474931485,-0.00241818474931485,0.0155916625635976,0.0405359477875942,0.0116172615804866,"2016-01","2016-Q1",621000,-0.0035426731078905,"2015-11"
2016-03-31,93252,"80123","CO","Denver","Denver","Denver",685,345200,0.00612066452929175,0.0203960981377476,0.144562334217507,0.0904439284347191,0.0332895591723572,"2016-03","2016-Q1",345200,0,"2016-03"
2016-03-31,96671,"92130","CA","San Diego","San Diego","San Diego",686,959300,0.00523944252331552,0.0136306001690617,0.0357374217231699,0.0486464776693523,0.0101678321605083,"2016-03","2016-Q1",959300,0,"2016-03"
2016-03-31,90642,"75040","TX","Dallas-Fort Worth","Dallas","Garland",687,140900,0.0158615717375631,0.0421597633136095,0.156814449917898,0.0779711233945179,0.0218602678312325,"2016-03","2016-Q1",140900,0,"2016-03"
2016-03-31,72717,"33614","FL","Tampa","Hillsborough","Egypt Lake-Leto",688,135800,0.00741839762611276,0.0179910044977511,0.107667210440457,0.106158048153468,-0.0245945857572786,"2007-05","2007-Q2",190900,-0.288632792037716,"2005-04"
2016-03-31,82189,"55337","MN","Minneapolis-St Paul","Dakota","Burnsville",689,221600,0.00544464609800363,0.0193192272309108,0.0374531835205993,0.0362037709112686,-0.0127732341108314,"2006-07","2006-Q3",254300,-0.128588281557216,"2003-11"
2016-03-31,65813,"19146","PA","Philadelphia","Philadelphia","Philadelphia",690,220600,0.0114626318202659,0.00868770004572474,0.0376293508936971,0.0890519655949904,,"2015-09","2015-Q3",222900,-0.0103185284881113,"2015-09"
2016-03-31,73232,"34952","FL","Port St. Lucie","Saint Lucie","Port Saint Lucie",691,141500,0.01506456241033,0.0435103244837758,0.179166666666667,0.124206376995431,-0.0430425268924511,"2006-03","2006-Q1",219700,-0.355939918070096,"2004-04"
2016-03-31,92961,"79424","TX","Lubbock","Lubbock","Lubbock",692,176200,0.00284575981787137,-0.000567214974475326,0.0202663578459757,0.0145778813523474,0.0132293047727652,"2015-11","2015-Q4",176600,-0.00226500566251416,"2015-10"
2016-03-31,85874,"63031","MO","St. Louis","Saint Louis","Florissant",693,88700,0.00339366515837104,0.0114025085518814,0.0622754491017964,-0.00488803684838746,-0.0321638248788514,"2007-06","2007-Q2",134000,-0.338059701492537,"2000-11"
2016-03-31,66597,"20744","MD","Washington","Prince Georges","Fort Washington",694,268700,-0.00185735512630015,-0.00111524163568773,0.0330642060745867,0.0448242532442187,-0.0290158238094539,"2006-08","2006-Q3",376100,-0.285562350438713,"2005-01"
2016-03-31,73596,"35758","AL","Huntsville","Madison","Madison",695,195500,0.000511770726714432,0.0051413881748072,0.0214211076280042,0.00393346170859799,0.00461635557765394,"2007-07","2007-Q3",204600,-0.0444770283479961,"2006-09"
2016-03-31,86020,"63366","MO","St. Louis","Saint Charles","O Fallon",696,190600,0.00315789473684211,0.00953389830508475,0.0583009439200444,0.0298913221540698,-0.00519967430925083,"2006-08","2006-Q3",205700,-0.073407875546913,"2005-03"
2016-03-31,90630,"75025","TX","Dallas-Fort Worth","Collin","Plano",697,333700,0.010293672419013,0.0344079355238686,0.147129597799931,0.0792507926529584,0.0371087001352453,"2016-03","2016-Q1",333700,0,"2016-03"
2016-03-31,84642,"60643","IL","Chicago","Cook","Chicago",698,138800,0.0146198830409357,0.0389221556886228,0.123886639676113,0.011634505415373,-0.016664696633238,"2008-03","2008-Q1",172300,-0.194428322692977,"2004-08"
2016-03-31,74939,"38654","MS","Memphis","DeSoto","Olive Branch",699,155700,-0.00192307692307692,0.00193050193050193,0.0513166779203241,0.00856515100459387,,"2013-09","2013-Q3",164900,-0.0557913887204366,"2013-02"
2016-03-31,93202,"80012","CO","Denver","Arapahoe","Aurora",700,240200,0.01051745898191,0.0402771762667822,0.23623262995368,0.124315813766252,0.0290432943877319,"2016-03","2016-Q1",240200,0,"2016-03"
2016-03-31,88414,"70001","LA","New Orleans","Jefferson","Metairie",701,213100,-0.00280767430978007,0.000469483568075117,0.063373253493014,0.0475885910766296,0.0194277652270107,"2016-02","2016-Q1",213700,-0.00280767430978007,"2016-02"
2016-03-31,97569,"94115","CA","San Francisco","San Francisco","San Francisco",702,1431600,-0.00403506330875191,-0.00174325360853497,0.120100148658164,0.118469888016516,0.0389453714061463,"2016-01","2016-Q1",1440500,-0.00617841027421034,"2015-12"
2016-03-31,91276,"76133","TX","Dallas-Fort Worth","Tarrant","Fort Worth",703,127500,0.0127084988085782,0.0408163265306122,0.13031914893617,0.065136941314389,0.0196053100134153,"2016-03","2016-Q1",127500,0,"2016-03"
2016-03-31,96888,"92509","CA","Riverside","Riverside","Rubidoux",704,324200,0.00965431329803799,0.0243285939968404,0.122576177285319,0.115619342189123,-0.0255107387105686,"2006-06","2006-Q2",423600,-0.234655335221907,"2004-11"
2016-03-31,65943,"19464","PA","Philadelphia","Montgomery","Pottstown",705,144800,0.00277008310249307,0.00835654596100279,0.00765483646485734,-0.00596895613785842,-0.0159164684142111,"2007-08","2007-Q3",176100,-0.177739920499716,"2004-09"
2016-03-31,72394,"33065","FL","Miami-Fort Lauderdale","Broward","Coral Springs",706,170000,0.0137149672033393,0.0315533980582524,0.0718789407313997,0.108001194714581,-0.0431329256992716,"2006-09","2006-Q3",271900,-0.374770136079441,"2004-07"
2016-03-31,72478,"33176","FL","Miami-Fort Lauderdale","Miami-Dade","Kendall",707,253700,0.00395726157499011,0.0103544404619673,0.0444627418690819,0.0721238969761375,-0.01593225653162,"2006-12","2006-Q4",311300,-0.185030517185994,"2005-04"
2016-03-31,96918,"92563","CA","Riverside","Riverside","Murrieta",708,372300,0.00269323996768112,0.0103120759837178,0.037914691943128,0.0863162709826244,-0.0237790258638935,"2006-07","2006-Q3",484600,-0.231737515476682,"2004-03"
2016-03-31,69446,"27606","NC","Raleigh","Wake","Raleigh",709,201100,0.00399400898652022,0.0105527638190955,0.0344650205761317,0.032356244895819,0.0189377373966204,"2016-03","2016-Q1",201100,0,"2016-03"
2016-03-31,62120,"11434","NY","New York","Queens","New York",710,390600,0.00696055684454756,0.0225130890052356,0.0931989924433249,0.0463638475963448,0.0032578259721201,"2007-05","2007-Q2",426900,-0.0850316233309909,"2006-06"
2016-03-31,71230,"30606","GA","Athens","Clarke","Athens",711,155000,0.0038860103626943,0.0130718954248366,0.0423671822461332,0.0245478167153323,0.000129123912136819,"2009-12","2009-Q4",159000,-0.0251572327044025,"2009-07"
2016-03-31,69453,"27613","NC","Raleigh","Wake","Raleigh",712,307700,0.00424281984334204,0.00951443569553806,0.0469547465124192,0.0316569955557555,0.0181679855025743,"2016-03","2016-Q1",307700,0,"2016-03"
2016-03-31,92346,"78250","TX","San Antonio","Bexar","San Antonio",713,136900,0.00810014727540501,0.0216417910447761,0.0813586097946288,0.0331532511488934,0.0164414646938078,"2016-03","2016-Q1",136900,0,"2016-03"
2016-03-31,65132,"17602","PA","Lancaster","Lancaster","Lancaster Township",714,132500,0,-0.00823353293413174,0.0045489006823351,0.0038169048926584,0.00268061053509827,"2007-10","2007-Q4",139200,-0.048132183908046,"2007-03"
2016-03-31,63428,"14120","NY","Buffalo","Niagara","North Tonawanda",715,127300,0.00315208825847124,0.0167731629392971,0.0349593495934959,0.0226740318744272,0.0231089782822091,"2016-03","2016-Q1",127300,0,"2016-03"
2016-03-31,62035,"11224","NY","New York","Kings","New York",716,389100,-0.0226073850791258,-0.0700286806883365,-0.0423332512921487,-0.0103130234591194,0.0232179048750494,"2013-03","2013-Q1",426100,-0.086834076507862,"2009-08"
2016-03-31,79083,"48228","MI","Detroit","Wayne","Detroit",717,31200,-0.00952380952380952,-0.0516717325227964,-0.142857142857143,-0.0376510898039956,-0.0882553894920647,"2005-11","2005-Q4",80200,-0.610972568578554,
2016-03-31,77434,"45069","OH","Cincinnati","Butler","West Chester",718,210600,0.00333492139113864,0.0154291224686596,0.0493273542600897,0.0360768195420678,0.00507721889608481,"2016-03","2016-Q1",210600,0,"2016-03"
2016-03-31,93460,"80538","CO","Fort Collins","Larimer","Loveland",719,284100,0.003886925795053,0.0182795698924731,0.133679169992019,0.07444926513602,0.0297552805968053,"2016-03","2016-Q1",284100,0,"2016-03"
2016-03-31,79502,"49009","MI","Kalamazoo","Kalamazoo","Oshtemo",720,191700,0.00261506276150628,0.0062992125984252,0.0240384615384615,0.0193299677936667,0.00189758952305441,"2016-03","2016-Q1",191700,0,"2016-03"
2016-03-31,99581,"98122","WA","Seattle","King","Seattle",721,582900,0.0172774869109948,0.0405212424134238,0.184034125533211,0.0920514458334656,0.0363442329894796,"2016-03","2016-Q1",582900,0,"2016-03"
2016-03-31,99137,"97223","OR","Portland","Washington","Tigard",722,366200,0.00853759294960066,0.0295192578015181,0.145807259073842,0.0754048434296677,0.0182882032332885,"2016-03","2016-Q1",366200,0,"2016-03"
2016-03-31,93210,"80020","CO","Denver","Broomfield","Broomfield",723,325200,0.00712294828120161,0.0252206809583859,0.167684021543986,0.0810037684979652,0.032318189413769,"2016-03","2016-Q1",325200,0,"2016-03"
2016-03-31,99178,"97301","OR","Salem","Marion","Salem",724,155600,0.0084251458198315,0.0263852242744063,0.113815318539728,0.0361271060227129,0.00590727218172526,"2007-11","2007-Q4",166700,-0.0665866826634673,"2006-08"
2016-03-31,67587,"23185","VA","Virginia Beach","James City","Williamsburg",725,297700,-0.00601001669449082,-0.0132582035134239,0.0108658743633277,0.00769903267816452,-0.0076924871356554,"2007-08","2007-Q3",333700,-0.10788133053641,"2005-09"
2016-03-31,76599,"43232","OH","Columbus","Franklin","Columbus",726,82400,-0.0060313630880579,-0.0167064439140811,0.0110429447852761,0.00442712838602066,-0.0193682529617083,"2007-06","2007-Q2",100400,-0.179282868525896,"2000-01"
2016-03-31,95931,"89502","NV","Reno","Washoe","Reno",727,205800,0.00882352941176471,0.0320962888665998,0.192352259559676,0.126989289570931,-0.0307339405794218,"2006-04","2006-Q2",282200,-0.270729978738483,"2004-08"
2016-03-31,92657,"78748","TX","Austin","Travis","Austin",728,234600,0.00600343053173242,0.0142671854734112,0.0639455782312925,0.0573674332599141,0.0348211611715898,"2016-03","2016-Q1",234600,0,"2016-03"
2016-03-31,82547,"56001","MN","Mankato","Blue Earth","Mankato",729,179500,0.0135516657255788,0.0405797101449275,0.0748502994011976,0.0328686200557051,0.00803171086879684,"2016-03","2016-Q1",179500,0,"2016-03"
2016-03-31,90614,"75007","TX","Dallas-Fort Worth","Denton","Carrollton",730,220100,0.00456412596987677,0.0227695167286245,0.161477572559367,0.0715452558521124,0.0313142112624265,"2016-03","2016-Q1",220100,0,"2016-03"
2016-03-31,60688,"07470","NJ","New York","Passaic","Wayne",731,428500,0.00327792086162491,0.0134815515610218,0.0367771594483426,0.00637448771274673,-0.0237267882590905,"2006-06","2006-Q2",548900,-0.219347786482055,"2004-01"
2016-03-31,399648,"83646","ID","Boise City","Ada","Meridian",732,215300,0.00843091334894614,0.0267048164043872,0.0502439024390244,0.0693125446850811,0.000559077102846084,"2007-06","2007-Q2",244800,-0.120506535947712,"2006-04"
2016-03-31,93596,"80918","CO","Colorado Springs","El Paso","Colorado Springs",733,226500,0.00398936170212766,0.015695067264574,0.0704158790170132,0.0447186885003341,0.0129772564996093,"2016-03","2016-Q1",226500,0,"2016-03"
2016-03-31,72312,"32935","FL","Melbourne","Brevard","Melbourne",734,121400,0.0116666666666667,0.0402742073693231,0.184390243902439,0.0939145449297804,-0.0369494460555305,"2006-04","2006-Q2",177200,-0.31489841986456,"2004-08"
2016-03-31,97227,"93312","CA","Bakersfield","Kern","Bakersfield",735,270300,0.00185322461082283,0.00371333085777943,0.00933532486930545,0.073612022794852,-0.0344514688067875,"2006-04","2006-Q2",384100,-0.296277011195001,"2004-09"
2016-03-31,72585,"33418","FL","Miami-Fort Lauderdale","Palm Beach","Palm Beach Gardens",736,362100,0.00249169435215947,0.00415973377703827,0.0462294134643167,0.0701428736867982,-0.0197858248905518,"2006-06","2006-Q2",445300,-0.186840332360207,"2005-03"
2016-03-31,71768,"32068","FL","Jacksonville","Clay","Middleburg",737,157000,0.00319488817891374,0.0102960102960103,0.0501672240802676,0.0291345269485497,-0.0166485220175075,"2006-12","2006-Q4",198400,-0.20866935483871,"2005-06"
2016-03-31,96743,"92234","CA","Riverside","Riverside","Cathedral City",738,249800,0.00240770465489567,0.00929292929292929,0.0698072805139186,0.0922330441957369,-0.036684427589007,"2006-05","2006-Q2",369300,-0.323585161115624,"2004-07"
2016-03-31,97008,"92708","CA","Los Angeles-Long Beach-Anaheim, CA","Orange","Fountain Valley",739,727100,0.00414307416102748,0.0217818999437886,0.0683220687628563,0.0527499082124905,-0.00302963116572763,"2006-05","2006-Q2",751600,-0.0325971261309207,"2005-11"
2016-03-31,87014,"65802","MO","Springfield","Greene","Springfield",740,84300,0.00596658711217184,0.0156626506024096,0.0485074626865672,0.0105260593174121,-0.00618965507626601,"2007-06","2007-Q2",95300,-0.115424973767051,"2005-03"
2016-03-31,98881,"96744","HI","Urban Honolulu, HI","Honolulu","Kaneohe",741,737900,-0.00148849797023004,-0.000406393931183961,0.00613580583583311,0.0447984427414674,0.0146374233675708,"2016-01","2016-Q1",739500,-0.00216362407031778,"2015-12"
2016-03-31,61782,"10306","NY","New York","Richmond","New York",742,428100,0.00234137204401779,0.0103847061600189,0.0562546262028127,0.0122075959749739,-0.0038866436598507,"2006-10","2006-Q4",453800,-0.0566328779197885,"2005-09"
2016-03-31,75281,"39401","MS","Hattiesburg","Forrest","Hattiesburg",743,87800,-0.00566251415628539,-0.00790960451977401,-0.0167973124300112,0.00137237479081387,-0.00113187388268909,"2013-08","2013-Q3",105300,-0.1661918328585,"2012-08"
2016-03-31,96613,"92057","CA","San Diego","San Diego","Oceanside",744,417400,0.00699638118214716,0.0185456320156174,0.0724563206577595,0.0876696213823349,-0.0116091843692407,"2006-04","2006-Q2",469400,-0.110779718789945,"2004-08"
2016-03-31,64213,"15642","PA","Pittsburgh","Westmoreland","North Huntingdon",745,142900,0.00421644413211525,0.014194464158978,0.00989399293286219,0.0170762205572823,0.00981710480281128,"2016-03","2016-Q1",142900,0,"2016-03"
2016-03-31,89945,"73120","OK","Oklahoma City","Oklahoma","Oklahoma City",746,146400,-0.00068259385665529,0.00480439258750858,0.010351966873706,0.0286771790698299,0.018901587745036,"2016-02","2016-Q1",146500,-0.00068259385665529,"2016-02"
2016-03-31,70817,"30032","GA","Atlanta","Dekalb","Candler-Mcafee",747,84800,0.026634382566586,0.0830140485312899,0.174515235457064,0.0549460032003311,-0.0478735984650355,"2005-12","2005-Q4",138700,-0.388608507570296,"2000-03"
2016-03-31,74408,"37660","TN","Kingsport","Sullivan","Kingsport",748,106600,0,0.00376647834274953,0.00756143667296786,0.0165509331996005,0.0170714641247365,"2016-03","2016-Q1",106600,0,"2016-03"
2016-03-31,94800,"85205","AZ","Phoenix","Maricopa","Mesa",749,192400,0.00469973890339426,0.0126315789473684,0.0882352941176471,0.102718376616305,-0.0209625115619662,"2006-03","2006-Q1",237800,-0.190916736753574,"2005-07"
2016-03-31,96758,"92253","CA","Riverside","Riverside","La Quinta",750,402300,-0.00396137657836098,-0.0110619469026549,0.0153962645128723,0.0389097055535872,-0.0292952882110322,"2006-04","2006-Q2",541800,-0.257475083056478,"2004-08"
2016-03-31,85954,"63136","MO","St. Louis","Saint Louis","Jennings",751,48200,-0.0223123732251521,-0.0567514677103718,-0.0340681362725451,-0.0386494316417402,-0.0502323995519485,"2007-06","2007-Q2",88800,-0.457207207207207,"1997-06"
2016-03-31,76774,"43615","OH","Toledo","Lucas","Toledo",752,86000,0.00116414435389988,0.00233100233100233,-0.0114942528735632,0.00093283744361905,-0.0287247711108842,"2006-01","2006-Q1",115300,-0.254119687771032,"1999-06"
2016-03-31,70518,"29501","SC","Florence","Florence","Florence",753,139400,0,0.00215672178289001,0.0379746835443038,0.0260167734070154,0.0132559362768834,"2016-03","2016-Q1",139400,0,"2016-03"
2016-03-31,61934,"10940","NY","New York","Orange","Middletown",754,158700,0.00252684775742262,0.00252684775742262,0.0166559897501602,-0.0255224548091552,-0.0407581226507168,"2007-03","2007-Q1",243600,-0.348522167487685,"2003-06"
2016-03-31,99338,"97501","OR","Medford","Jackson","Medford",755,184900,0.0032555615843733,0.0120415982484948,0.104540023894863,0.0537713874700663,-0.0230246505778487,"2006-07","2006-Q3",236200,-0.217188823031329,"2004-12"
2016-03-31,95300,"87105","NM","Albuquerque","Bernalillo","South Valley",756,119700,0.00757575757575758,-0.00166805671392827,-0.0299837925445705,-0.0482773633168642,,"2011-07","2011-Q3",165800,-0.278045838359469,
2016-03-31,96602,"92037","CA","San Diego","San Diego","San Diego",757,1395500,-0.00285816362986781,0.0000716640389852372,0.0503537558332079,0.0558607281674233,0.0071760335672264,"2016-01","2016-Q1",1401400,-0.00421007563864707,"2016-01"
2016-03-31,91046,"75703","TX","Tyler","Smith","Tyler",758,195400,0.00308008213552361,0.00359527478171546,0.0608034744842562,0.0267959802556599,0.0155864797189287,"2016-03","2016-Q1",195400,0,"2016-03"
